,Total_sqr_footage,GarageFinish,OverallCond,AllPorchSF,Condition1,OverallQual_3,AllSF,Neighborhood,SimplOverallCond,TotalSF,OverallQual_sq,AllFlrsSF_3,BsmtExposure,GarageYrBlt,MSZoning,CentralAir,YearBuilt,OverallQual,BsmtFinSF1,AllSF_3,OverallGrade,LotArea_log,LotArea,SaleCondition,AllSF_2,Functional,TotalSF_log,YrBltAndRemod,SimplOverallQual_sq,GarageScore_3,SimplFireplaceQu,GarageCars_log,KitchenScore,AllFlrsSF_sq,1stFlrSF_log,HalfBath,Foundation,KitchenQual_sq,FireplaceQu,KitchenQual_3,GarageQual,GrLivArea,GarageScore,TotRmsAbvGrd_log,TotalBsmtSF,YearRemodAdd_log,FullBath,SimplOverallQual,ExterGrade,TotalBath_sq,HalfBath_log,2ndFlrSF_log,SimplExterGrade,GrLivArea_sq,OpenPorchSF_log,AllFlrsSF_2,SimplGarageScore,YearRemodAdd,SimplBsmtFinType1,SaleType,BldgType,TotRmsAbvGrd,SimplOverallGrade,SimplKitchenScore,PavedDrive,2ndFlrSF,GarageCars_sq,LotFrontage,LotFrontage_log,SimplExterQual,GarageCars,GarageArea,SimplGarageCond,Fireplaces,HeatingQC,GarageCond,SimplOverallQual_2,GrLivArea_2,BsmtUnfSF,ExterQual,OverallQual_2,OpenPorchSF,LotShape,GarageScore_2,GrLivArea_3,FireplaceScore,BsmtFullBath,BsmtFinType1,SimplGarageQual,GarageScore_sq,SimplFireplaceScore,KitchenQual_2,BsmtUnfSF_log,BedroomAbvGr,TotalBath_3,hasfireplace,MoSold,ExterQual_3,SimplHeatingQC,SimplBsmtQual,AllSF_sq,BsmtQual,YrSold,BsmtFinSF1_log,TotalBath_2,ScreenPorch_log,hasgarage,MasVnrArea,GarageArea_log,WoodDeckSF_log,GarageType,TotalBsmtSF_log,ExterQual_sq,TotalBath,KitchenQual,GarageCars_3,SimplFunctional,AllFlrsSF,1stFlrSF,ScreenPorch,GrLivArea_log,GarageGrade,Fireplaces_log,BsmtFullBath_log,ExterQual_2,SimplOverallQual_3,GarageCars_2,SimplKitchenQual,y
418,1446,Unf,6,0,Norm,125,1890,Edwards,2,1890,2.23606797749979,1458274104,0.0,1940.0,RL,N,1940,5,312,6751269000,30,9.007121989469242,8160,AdjLand,3572100,8,7.544861068658458,3890,1.4142135623730951,373248000.0,,0.6931471805599453,3,33.67491648096547,6.6293632534374485,1,BrkTil,1.7320508075688772,,27,3.0,1134,720.0,2.0794415416798357,756,7.576097340623111,1,2,9,1.5811388300841898,0.6931471805599453,5.937536205082426,1,33.67491648096547,0.0,1285956,240.0,1950,2.0,WD,1Fam,7,4,1,1,378,1.0,60.0,4.110873864173311,1,1,240,1.0,0,2,3.0,4,1285956,444,3,25,0,4,518400.0,1458274104,,1,5.0,1.0,26.832815729997478,,9,6.09807428216624,3,15.625,0,4,27,1,1.0,43.474130238568314,3.0,2007,5.746203190540153,6.25,0.0,1,0.0,5.484796933490655,0.0,Detchd,6.6293632534374485,1.7320508075688772,2.5,3,1,4,1134,756,0,7.034387929915503,9.0,0.0,0.6931471805599453,9,8,1,1,11.744045122410057
419,1831,Unf,6,269,Norm,125,2112,NAmes,2,2112,2.23606797749979,1177583616,0.0,1968.0,RL,Y,1968,5,775,9420668928,30,9.042040056544483,8450,Normal,4460544,8,7.655864017616056,3936,1.4142135623730951,758550528.0,1.0,0.6931471805599453,3,32.49615361854384,6.963189985870238,0,CBlock,1.7320508075688772,2.0,27,3.0,1056,912.0,1.9459101490553132,1056,7.585281078639126,1,2,9,1.4142135623730951,0.0,0.0,1,32.49615361854384,4.454347296253507,1115136,304.0,1968,2.0,WD,1Fam,6,4,1,2,0,1.0,65.0,4.189654742026425,1,1,304,1.0,1,5,3.0,4,1115136,281,3,25,85,4,831744.0,1177583616,2.0,1,4.0,1.0,30.199337741083,1.0,9,5.641907070938114,3,8.0,1,7,27,2,1.0,45.95650117230423,3.0,2010,6.654152520183219,4.0,0.0,1,0.0,5.720311776607412,0.0,Attchd,6.963189985870238,1.7320508075688772,2.0,3,1,4,1056,1056,0,6.963189985870238,9.0,0.6931471805599453,0.6931471805599453,9,8,1,1,11.863589378812122
420,2653,Fin,5,0,Norm,343,2688,Mitchel,2,2688,2.6457513110645907,2427715584,3.0,1997.0,RM,Y,1997,7,1309,19421724672,35,8.862341963516347,7060,Alloca,7225344,8,7.896924656268864,3995,1.7320508075688772,13011038208.0,,1.6094379124341003,6,36.66060555964672,7.20414929203594,0,PConc,1.7320508075688772,,27,3.0,1344,2352.0,2.1972245773362196,1344,7.6004023345004,2,3,12,2.0,0.0,0.0,2,36.66060555964672,0.0,1806336,784.0,1998,2.0,WD,Duplex,8,6,2,2,0,2.0,78.0,4.3694478524670215,1,4,784,1.0,0,5,3.0,9,1806336,35,3,49,0,4,5531904.0,2427715584,,2,6.0,1.0,48.49742261192856,,9,3.58351893845611,2,64.0,0,11,27,2,2.0,51.84592558726288,4.0,2008,7.177782416195197,16.0,0.0,1,200.0,6.665683717782408,0.0,Attchd,7.20414929203594,1.7320508075688772,4.0,3,64,4,1344,1344,0,7.20414929203594,9.0,0.0,1.0986122886681098,9,27,16,1,12.237091546357338
421,2848,Fin,7,240,Norm,216,3204,NWAmes,3,3204,2.449489742783178,4111379208,0.0,1977.0,RL,Y,1977,6,1246,32891033664,42,9.719324300862802,16635,Normal,10265616,8,8.07246736935477,3977,1.4142135623730951,3996969003.0,1.0,1.0986122886681098,4,40.024992192379,7.3796321526095525,0,CBlock,2.0,3.0,64,3.0,1602,1587.0,2.1972245773362196,1602,7.601402334583733,2,2,12,1.5811388300841898,0.0,0.0,2,40.024992192379,0.0,2566404,529.0,2000,2.0,WD,1Fam,8,6,2,2,0,1.4142135623730951,,,2,2,529,1.0,1,4,3.0,4,2566404,356,4,36,0,3,2518569.0,4111379208,3.0,0,5.0,1.0,39.83716857408418,1.0,16,5.877735781779639,3,15.625,1,6,64,2,2.0,56.60388679233962,4.0,2009,7.1284959456800365,6.25,0.0,1,126.0,6.272877006546167,5.484796933490655,Attchd,7.3796321526095525,2.0,2.5,4,8,4,1602,1602,0,7.3796321526095525,9.0,0.6931471805599453,0.0,16,8,4,2,12.278397958261774
422,988,RFn,5,0,Artery,125,1976,Mitchel,2,1976,2.23606797749979,964430272,0.0,1954.0,RL,Y,1954,5,0,7715442176,25,9.987415012471414,21750,Normal,3904576,8,7.589335823170617,3908,1.4142135623730951,3796416000.0,,1.0986122886681098,3,31.432467291003423,6.8966943316227125,0,CBlock,1.7320508075688772,,27,3.0,988,1560.0,1.6094379124341003,988,7.578145472419466,1,2,9,1.0,0.0,0.0,1,31.432467291003423,0.0,976144,520.0,1954,1.0,WD,1Fam,4,4,1,0,0,1.4142135623730951,100.0,4.61512051684126,1,2,520,1.0,0,5,3.0,4,976144,988,3,25,0,4,2433600.0,964430272,,0,1.0,1.0,39.496835316262995,,9,6.8966943316227125,2,1.0,0,2,27,2,1.0,44.45222154178574,3.0,2008,0.0,1.0,0.0,1,0.0,6.255750041753367,0.0,Attchd,6.8966943316227125,1.7320508075688772,1.0,3,8,4,988,988,0,6.8966943316227125,9.0,0.0,0.0,9,8,4,1,11.635151947212842
423,3616,Fin,5,66,Norm,512,4100,NoRidge,2,4100,2.8284271247461903,18191447000,0.0,1998.0,RL,Y,1998,8,986,68921000000,40,9.127067452782361,9200,Normal,16810000,8,8.31898612539206,3996,1.7320508075688772,9103145472.0,1.0,1.3862943611198906,4,51.28352561983234,7.293697720601438,1,PConc,2.0,3.0,64,3.0,2630,2088.0,2.1972245773362196,1470,7.6004023345004,2,3,12,1.8708286933869707,0.6931471805599453,7.057036981697891,2,51.28352561983234,4.204692619390966,6916900,696.0,1998,2.0,WD,1Fam,8,6,2,2,1160,1.7320508075688772,80.0,4.394449154672439,2,3,696,1.0,1,4,3.0,9,6916900,484,4,64,66,4,4359744.0,18191447000,3.0,1,6.0,1.0,45.69463863518345,1.0,16,6.184148890937483,4,42.875,1,6,64,2,2.0,64.03124237432849,4.0,2008,6.894670039433482,12.25,0.0,1,473.0,6.546785410760524,0.0,Attchd,7.293697720601438,2.0,3.5,4,27,4,2630,1470,0,7.875119281040293,9.0,0.6931471805599453,0.6931471805599453,16,27,9,2,12.660331092405906
424,1812,RFn,5,44,Norm,216,2392,NAmes,2,2392,2.449489742783178,1710777536,0.0,1956.0,RL,Y,1956,6,616,13686220288,30,9.105090961257085,9000,Normal,5721664,8,7.780303087908373,3912,1.4142135623730951,707347971.0,2.0,0.6931471805599453,3,34.583232931581165,7.087573705557973,0,CBlock,1.7320508075688772,4.0,27,3.0,1196,891.0,1.9459101490553132,1196,7.579167967396076,1,2,9,1.4142135623730951,0.0,0.0,1,34.583232931581165,3.8066624897703196,1430416,297.0,1956,1.0,WD,1Fam,6,4,1,2,0,1.0,72.0,4.290459441148391,1,1,297,1.0,1,4,3.0,4,1430416,580,3,36,44,4,793881.0,1710777536,4.0,1,2.0,1.0,29.8496231131986,2.0,9,6.364750756851911,2,8.0,1,5,27,2,2.0,48.908077042549934,4.0,2008,6.424869023905388,4.0,0.0,1,74.0,5.697093486505405,0.0,Attchd,7.087573705557973,1.7320508075688772,2.0,3,1,4,1196,1196,0,7.087573705557973,9.0,0.6931471805599453,0.6931471805599453,9,8,1,1,11.842236406331555
425,1389,Unf,8,126,Norm,343,2040,OldTown,3,2040,2.6457513110645907,2679826869,0.0,1947.0,RM,Y,1946,7,0,8489664000,56,8.12533508671429,3378,Normal,4161600,8,7.621195162809845,3938,1.7320508075688772,373248000.0,2.0,0.6931471805599453,3,37.26929030716845,6.56244409369372,1,CBlock,1.7320508075688772,4.0,27,3.0,1389,720.0,1.9459101490553132,651,7.597396320212795,1,3,12,1.224744871391589,0.6931471805599453,6.52649485957079,2,37.26929030716845,0.0,1929321,240.0,1992,1.0,WD,1Fam,6,9,1,1,682,1.0,60.0,4.110873864173311,1,1,240,1.0,2,4,3.0,9,1929321,651,3,49,0,4,518400.0,2679826869,8.0,0,1.0,1.0,26.832815729997478,4.0,9,6.480044561926653,3,3.375,1,9,27,2,1.0,45.16635916254486,3.0,2009,0.0,2.25,0.0,1,0.0,5.484796933490655,0.0,Detchd,6.480044561926653,1.7320508075688772,1.5,3,1,4,1389,707,0,7.237059026124737,9.0,1.0986122886681098,0.0,9,27,1,1,11.813037464800539
426,3162,Fin,5,476,Norm,343,3162,SawyerW,2,3162,2.6457513110645907,4443297984,3.0,1989.0,RL,Y,1989,7,1518,31614447528,35,9.45727857185611,12800,Normal,9998244,8,8.059276223305648,3978,1.7320508075688772,4973940243.0,1.0,1.0986122886681098,4,40.54626986542659,7.405495663199472,0,PConc,2.0,3.0,64,3.0,1644,1707.0,1.791759469228055,1518,7.595889917718538,2,3,12,1.8708286933869707,0.0,0.0,2,40.54626986542659,0.0,2702736,569.0,1989,2.0,WD,1Fam,5,6,2,2,0,1.4142135623730951,,,2,2,569,1.0,1,4,3.0,9,2702736,0,4,49,0,4,2913849.0,4443297984,3.0,1,6.0,1.0,41.31585652022719,1.0,16,0.0,2,42.875,1,8,64,2,2.0,56.231663678038196,4.0,2009,7.325807502595773,12.25,5.983936280687191,1,145.0,6.345636360828596,4.394449154672439,Attchd,7.325807502595773,2.0,3.5,4,8,4,1644,1644,396,7.405495663199472,9.0,0.6931471805599453,0.6931471805599453,16,27,4,2,12.524530013005734
427,1195,Unf,6,0,Norm,64,1814,NAmes,2,1814,2.0,746142643,0.0,1964.0,RL,Y,1957,4,288,5969141144,24,9.058819564334941,8593,Normal,3290596,8,7.503840746698951,3914,1.4142135623730951,1177583616.0,,0.6931471805599453,3,30.116440692751194,6.811244378601294,0,CBlock,1.7320508075688772,,27,3.0,907,1056.0,1.791759469228055,907,7.579678823090456,1,2,9,1.0,0.0,0.0,1,30.116440692751194,0.0,822649,352.0,1957,1.0,WD,1Fam,5,4,1,2,0,1.0,77.0,4.356708826689592,1,1,352,1.0,0,5,3.0,4,822649,619,3,16,0,3,1115136.0,746142643,,0,3.0,1.0,32.49615361854384,,9,6.429719478039138,3,1.0,0,7,27,2,1.0,42.59107887809371,3.0,2008,5.666426688112432,1.0,0.0,1,0.0,5.8664680569332965,0.0,Detchd,6.811244378601294,1.7320508075688772,1.0,3,1,4,907,907,0,6.811244378601294,9.0,0.0,0.0,9,8,1,1,11.599185726610004
428,1872,RFn,5,159,Norm,343,2416,CollgCr,2,2416,2.6457513110645907,1762790912,0.0,2007.0,RL,Y,2007,7,664,14102327296,35,8.81922185757494,6762,Partial,5837056,8,7.790282380703483,4014,1.7320508075688772,6687175104.0,,1.0986122886681098,4,34.75629439396553,7.097548850614793,0,PConc,2.0,,64,3.0,1208,1884.0,1.9459101490553132,1208,7.60489448081162,2,3,12,1.7320508075688772,0.0,0.0,2,34.75629439396553,4.007333185232471,1459264,628.0,2007,2.0,New,1Fam,6,6,2,2,0,1.4142135623730951,64.0,4.174387269895637,2,2,628,1.0,0,5,3.0,9,1459264,544,4,49,54,4,3549456.0,1762790912,,1,6.0,1.0,43.40506882842141,,16,6.300785794663244,2,27.0,0,9,64,2,2.0,49.15282290977803,4.0,2007,6.499787040655854,9.0,0.0,1,108.0,6.444131256700441,4.663439094112067,Attchd,7.097548850614793,2.0,3.0,4,8,4,1208,1208,0,7.097548850614793,9.0,0.0,0.6931471805599453,16,27,4,2,12.182809136284991
429,2417,Unf,5,169,Norm,216,2804,Timber,2,2804,2.449489742783178,2815166528,1.0,1988.0,RL,Y,1988,6,1005,22046214464,30,9.346443454968522,11457,Normal,7862416,8,7.9391588179567965,3976,1.4142135623730951,5159780352.0,1.0,1.0986122886681098,4,37.57658845611187,7.253470382684528,0,CBlock,2.0,3.0,64,3.0,1412,1728.0,1.9459101490553132,1392,7.5953872788539725,2,2,9,1.7320508075688772,0.0,0.0,1,37.57658845611187,0.0,1993744,576.0,1988,2.0,WD,1Fam,6,4,2,2,0,1.4142135623730951,130.0,4.875197323201151,1,2,576,1.0,1,3,3.0,4,1993744,387,3,36,0,3,2985984.0,2815166528,3.0,1,6.0,1.0,41.569219381653056,1.0,16,5.961005339623274,3,27.0,1,3,27,1,2.0,52.952809179494906,4.0,2009,6.913737350659685,9.0,0.0,1,0.0,6.3578422665081,0.0,Attchd,7.239214973779806,1.7320508075688772,3.0,4,8,4,1412,1412,0,7.253470382684528,9.0,0.6931471805599453,0.6931471805599453,9,8,4,2,12.07254696717504
430,1374,Unf,5,0,Norm,216,1470,BrDale,2,1470,2.449489742783178,961504803,0.0,1971.0,RM,Y,1971,6,387,3176523000,30,7.427144133408616,1680,Abnorml,2160900,8,7.293697720601438,3942,1.4142135623730951,496793088.0,,0.6931471805599453,3,31.416556144810016,6.182084906716632,1,CBlock,1.7320508075688772,,27,3.0,987,792.0,1.6094379124341003,483,7.586803535162581,1,2,9,1.224744871391589,0.6931471805599453,6.22455842927536,1,31.416556144810016,0.0,974169,264.0,1971,2.0,COD,Twnhs,4,4,1,2,504,1.0,21.0,3.091042453358316,1,1,264,1.0,0,3,3.0,4,974169,96,3,36,0,4,627264.0,961504803,,0,5.0,1.0,28.142494558940577,,9,4.574710978503383,2,3.375,0,7,27,1,1.0,38.34057902536163,3.0,2008,5.961005339623274,2.25,0.0,1,232.0,5.579729825986222,0.0,Detchd,6.182084906716632,1.7320508075688772,1.5,3,1,4,987,483,0,6.895682697747868,9.0,0.0,0.0,9,8,1,1,11.355113089309977
431,1198,,7,98,Feedr,216,2099,OldTown,3,2099,2.449489742783178,1719374392,0.0,,RM,Y,1920,6,0,9247776299,42,8.628197749459149,5586,Abnorml,4405801,8,7.649692623711514,3918,1.4142135623730951,,,0.0,3,34.61213659975356,6.9930151229329605,0,BrkTil,1.7320508075688772,,27,,1198,,2.0794415416798357,901,7.6004023345004,1,2,9,1.0,0.0,4.709530201312334,1,34.61213659975356,4.59511985013459,1435204,,1998,1.0,ConLD,1Fam,7,6,1,0,110,0.0,60.0,4.110873864173311,1,0,0,,0,4,,4,1435204,901,3,36,98,3,,1719374392,,0,1.0,,,,9,6.804614520062624,4,1.0,0,9,27,2,1.0,45.81484475582123,3.0,2008,0.0,1.0,0.0,0,0.0,0.0,0.0,,6.804614520062624,1.7320508075688772,1.0,3,0,4,1198,1088,0,7.089243155027514,,0.0,0.0,9,8,0,1,11.288543647320601
432,1836,Unf,5,276,Norm,125,2130,BrDale,2,2130,2.23606797749979,2543302125,0.0,1971.0,RM,Y,1971,5,471,9663597000,25,7.560601162768557,1920,Normal,4536900,7,7.664346632098617,3942,1.4142135623730951,2299968000.0,,1.0986122886681098,3,36.945906403822335,6.641182169740591,1,CBlock,1.7320508075688772,,27,3.0,1365,1320.0,1.9459101490553132,765,7.586803535162581,1,2,9,1.5811388300841898,0.6931471805599453,6.398594934535208,1,36.945906403822335,3.6109179126442243,1863225,440.0,1971,2.0,WD,TwnhsE,6,4,1,2,600,1.4142135623730951,24.0,3.2188758248682006,1,2,440,1.0,0,5,3.0,4,1863225,294,3,25,36,4,1742400.0,2543302125,,1,5.0,1.0,36.3318042491699,,9,5.68697535633982,2,15.625,0,8,27,2,1.0,46.151923036857305,3.0,2007,6.156978985585555,6.25,0.0,1,376.0,6.089044875446846,5.484796933490655,Detchd,6.641182169740591,1.7320508075688772,2.5,3,8,3,1365,765,0,7.2196420401307355,9.0,0.0,0.6931471805599453,9,8,4,1,11.715874472198905
433,1604,Fin,5,36,Norm,216,2530,Gilbert,2,2530,2.449489742783178,4126796864,0.0,1997.0,RL,Y,1997,6,0,16194277000,30,9.290998274993637,10839,Normal,6400900,8,7.836369760545124,3995,1.4142135623730951,2803221000.0,1.0,1.0986122886681098,3,40.049968789001575,6.831953565565855,1,PConc,1.7320508075688772,3.0,27,3.0,1604,1410.0,2.0794415416798357,926,7.6004023345004,2,2,9,1.5811388300841898,0.6931471805599453,6.520621127558696,1,40.049968789001575,3.6109179126442243,2572816,470.0,1998,1.0,WD,1Fam,7,4,1,2,678,1.4142135623730951,100.0,4.61512051684126,1,2,470,1.0,1,5,3.0,4,2572816,926,3,36,36,3,1988100.0,4126796864,3.0,0,1.0,1.0,37.54996671103717,1.0,9,6.831953565565855,3,15.625,1,7,27,2,2.0,50.299105359837164,4.0,2008,0.0,6.25,0.0,1,0.0,6.154858094016418,0.0,Attchd,6.831953565565855,1.7320508075688772,2.5,3,8,4,1604,926,0,7.380879035564116,9.0,0.6931471805599453,0.0,9,8,4,1,12.10625783509458
434,1125,,7,88,Norm,64,1260,MeadowV,3,1260,2.0,250047000,2.0,,RM,Y,1972,4,495,2000376000,28,7.544861068658458,1890,Normal,1587600,8,7.13966033596492,3944,1.4142135623730951,,,0.0,3,25.099800796022265,6.447305862541213,0,CBlock,1.7320508075688772,,27,,630,,1.3862943611198906,630,7.587310506022615,1,2,12,1.4142135623730951,0.0,0.0,2,25.099800796022265,0.0,396900,,1972,2.0,WD,Twnhs,3,6,1,2,0,0.0,21.0,3.091042453358316,1,0,0,,0,4,,4,396900,135,3,16,0,4,,250047000,,1,5.0,,,,9,4.912654885736052,1,8.0,0,6,27,2,2.0,35.4964786985977,4.0,2008,6.206575926724928,4.0,0.0,0,0.0,0.0,4.48863636973214,,6.447305862541213,1.7320508075688772,2.0,3,0,4,630,630,0,6.447305862541213,,0.0,0.6931471805599453,9,8,0,1,11.302216779257382
435,2390,RFn,6,219,PosN,343,2460,CollgCr,2,2460,2.6457513110645907,4582567781,2.0,1996.0,RL,Y,1996,7,385,14886936000,42,9.275003885301905,10667,Normal,6051600,8,7.8083230503910555,3992,1.7320508075688772,4492125000.0,1.0,1.0986122886681098,4,40.755367744629666,6.71901315438526,1,PConc,2.0,3.0,64,3.0,1661,1650.0,1.9459101490553132,799,7.599401333415815,2,3,12,1.8708286933869707,0.6931471805599453,6.727431724850855,2,40.755367744629666,4.127134385045092,2758921,550.0,1996,2.0,ConLw,1Fam,6,6,2,2,834,1.4142135623730951,43.0,3.784189633918261,2,2,550,1.0,1,5,3.0,9,2758921,70,4,49,61,2,2722500.0,4582567781,3.0,1,6.0,1.0,40.620192023179804,1.0,16,4.2626798770413155,3,42.875,1,4,64,2,2.0,49.59838707054898,4.0,2009,5.955837369464831,12.25,0.0,1,0.0,6.311734809152915,5.0689042022202315,Attchd,6.684611727667927,2.0,3.5,4,8,4,1661,827,0,7.415776975415394,9.0,0.6931471805599453,0.6931471805599453,16,27,4,2,12.264346270624157
436,1118,Unf,8,0,Norm,216,1766,OldTown,3,1766,2.449489742783178,1397415032,0.0,1990.0,RM,Y,1920,6,0,5507723096,48,8.38958706681109,4400,Normal,3118756,8,7.4770384723196965,3870,1.4142135623730951,2299968000.0,,1.0986122886681098,3,33.436506994600975,6.5998704992128365,0,BrkTil,1.7320508075688772,,27,3.0,1118,1320.0,1.9459101490553132,648,7.576097340623111,1,2,9,1.0,0.0,5.953243334287785,1,33.436506994600975,0.0,1249924,440.0,1950,1.0,WD,1Fam,6,6,1,2,384,1.4142135623730951,40.0,3.713572066704308,1,2,440,1.0,0,3,3.0,4,1249924,648,3,36,0,4,1742400.0,1397415032,,0,1.0,1.0,36.3318042491699,,9,6.47543271670409,2,1.0,0,10,27,1,1.0,42.02380277890139,2.0,2006,0.0,1.0,0.0,1,0.0,6.089044875446846,0.0,Detchd,6.47543271670409,1.7320508075688772,1.0,3,8,4,1118,734,0,7.020190708311925,9.0,0.0,0.0,9,8,4,1,11.661354090741
437,904,Unf,7,105,Norm,216,1788,BrkSide,3,1788,2.449489742783178,738763264,0.0,1926.0,RM,Y,1926,6,0,5716135872,42,8.699681400989514,6000,Normal,3196944,8,7.489412083508719,3930,1.4142135623730951,157464000.0,,0.6931471805599453,3,30.066592756745816,6.807934943699926,0,PConc,1.7320508075688772,,27,3.0,904,540.0,1.6094379124341003,884,7.60339933974067,1,2,12,1.0,0.0,0.0,2,30.066592756745816,0.0,817216,180.0,2004,1.0,WD,1Fam,4,6,1,2,0,1.0,50.0,3.9318256327243257,2,1,180,1.0,0,4,3.0,4,817216,884,4,36,0,4,291600.0,738763264,,0,1.0,1.0,23.2379000772445,,9,6.785587645007929,2,1.0,0,1,64,2,1.0,42.28474902373195,3.0,2009,0.0,1.0,0.0,1,0.0,5.198497031265826,0.0,Detchd,6.785587645007929,2.0,1.0,3,1,4,904,904,0,6.807934943699926,9.0,0.0,0.0,16,8,1,1,11.686887175419702
438,1059,Unf,6,34,Norm,125,1134,Crawfor,2,1134,2.23606797749979,334255384,0.0,1990.0,RL,N,1913,5,365,1458274104,30,8.361941906144946,4280,Normal,1285956,8,7.034387929915503,3915,1.4142135623730951,2791309312.0,2.0,0.6931471805599453,4,26.343879744638983,6.543911845564792,0,PConc,2.0,4.0,64,4.0,694,1408.0,1.6094379124341003,440,7.602401335665818,1,2,9,1.0,0.0,0.0,1,26.343879744638983,0.0,481636,704.0,2002,1.0,WD,1Fam,4,4,2,1,0,1.0,40.0,3.713572066704308,1,1,352,1.0,1,3,3.0,4,481636,75,3,25,0,4,1982464.0,334255384,4.0,0,2.0,2.0,37.52332607858744,2.0,16,4.330733340286331,2,1.0,1,3,27,1,1.0,33.67491648096547,3.0,2007,5.902633333401366,1.0,0.0,1,0.0,5.8664680569332965,0.0,Detchd,6.089044875446846,1.7320508075688772,1.0,4,1,4,694,694,0,6.543911845564792,12.0,0.6931471805599453,0.0,9,8,1,2,11.411457364027745
439,1196,Unf,8,46,Norm,216,1880,Edwards,3,1880,2.449489742783178,1710777536,1.0,2005.0,RL,Y,1920,6,0,6644672000,48,9.42181611842271,12354,Normal,3534400,8,7.53955882930103,3920,1.4142135623730951,3974344704.0,,1.0986122886681098,4,34.583232931581165,6.529418838262226,0,BrkTil,2.0,,64,3.0,1196,1584.0,2.0794415416798357,684,7.601402334583733,1,2,9,1.0,0.0,6.240275845170769,1,34.583232931581165,3.8501476017100584,1430416,528.0,2000,1.0,ConLI,1Fam,7,6,2,2,512,1.4142135623730951,67.0,4.219507705176107,1,2,528,1.0,0,4,3.0,4,1430416,684,3,36,46,4,2509056.0,1710777536,,0,1.0,1.0,39.7994974842648,,16,6.529418838262226,3,1.0,0,8,27,2,1.0,43.3589667773576,3.0,2009,0.0,1.0,0.0,1,0.0,6.270988431858299,0.0,Detchd,6.529418838262226,1.7320508075688772,1.0,4,8,4,1196,684,0,7.087573705557973,9.0,0.0,0.0,9,8,4,2,11.608244735642321
440,4708,Fin,5,242,Norm,1000,5496,NridgHt,2,5496,3.1622776601683795,13858588808,3.0,2008.0,RL,Y,2008,10,1767,166012263936,50,9.644198554585564,15431,Normal,30206016,8,8.61195776786066,4016,1.7320508075688772,8193540096.0,2.0,1.3862943611198906,5,49.01020301937138,7.784473235736469,0,PConc,2.23606797749979,4.0,125,3.0,2402,2016.0,2.3978952727983707,3094,7.605392364814935,2,3,15,1.7320508075688772,0.0,0.0,2,49.01020301937138,4.290459441148391,5769604,672.0,2008,2.0,WD,1Fam,10,6,2,2,0,1.7320508075688772,105.0,4.663439094112067,2,3,672,1.0,2,5,3.0,9,5769604,788,5,100,72,4,4064256.0,13858588808,8.0,1,6.0,1.0,44.8998886412873,4.0,25,6.670766320845874,2,27.0,1,4,125,2,2.0,74.13501197140255,5.0,2009,7.477604243197589,9.0,5.14166355650266,1,200.0,6.511745329644728,0.0,Attchd,8.037543185118697,2.23606797749979,3.0,5,27,4,2402,2402,170,7.784473235736469,9.0,1.0986122886681098,0.6931471805599453,25,27,9,2,13.22672519452875
441,1573,,4,0,Norm,64,2880,Edwards,2,2880,2.0,2985984000,0.0,,RL,N,1955,4,133,23887872000,16,9.401704256754366,12108,Normal,8294400,8,7.9658927350845286,3910,1.4142135623730951,,,0.0,4,37.94733192202055,7.273092595999522,0,CBlock,1.4142135623730951,,8,,1440,,2.1972245773362196,1440,7.578656850594762,2,2,9,1.4142135623730951,0.0,0.0,1,37.94733192202055,0.0,2073600,,1955,2.0,WD,Duplex,8,4,2,2,0,0.0,92.0,4.532599493153256,1,0,0,,0,3,,4,2073600,1307,3,16,0,4,,2985984000,,0,5.0,,,,4,7.176254532017144,4,8.0,0,9,27,1,1.0,53.665631459994955,3.0,2008,4.897839799950911,4.0,0.0,0,270.0,0.0,0.0,,7.273092595999522,1.7320508075688772,2.0,2,0,4,1440,1440,0,7.273092595999522,,0.0,0.0,9,8,0,1,11.678448377988165
442,1573,Unf,7,0,Norm,125,2651,BrkSide,3,2651,2.23606797749979,3892119517,0.0,1930.0,RM,Y,1930,5,0,18630700451,35,8.738895704934043,6240,Normal,7027801,8,7.883069351305753,3922,1.4142135623730951,1259712000.0,2.0,1.0986122886681098,3,39.66106403010388,7.029087564149662,0,PConc,1.7320508075688772,4.0,27,3.0,1573,1080.0,2.1972245773362196,1078,7.597396320212795,2,2,9,1.4142135623730951,0.0,6.100318952020064,1,39.66106403010388,0.0,2474329,360.0,1992,1.0,WD,1Fam,8,6,1,1,445,1.4142135623730951,52.0,3.970291913552122,1,2,360,1.0,1,3,3.0,4,2474329,1078,3,25,0,4,1166400.0,3892119517,4.0,0,1.0,1.0,32.863353450309965,2.0,9,6.983789965258135,3,8.0,1,6,27,1,1.0,51.487862647424,3.0,2008,0.0,4.0,0.0,1,0.0,5.8888779583328805,0.0,Detchd,6.983789965258135,1.7320508075688772,2.0,3,8,4,1573,1128,0,7.3613754289773485,9.0,0.6931471805599453,0.0,9,8,4,1,12.000897933306716
